,Fear_UTER,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
622,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Marz
623,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,Marz
624,-1.0,1,0,1,-1,0,1,-1,0,0,0,-1,0,-1,0,Marz
625,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Marz
626,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,Marz
627,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Marz
628,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,Marz
629,-1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,0,Marz
630,-1.0,-1,0,0,1,0,-1,1,0,1,-1,0,0,0,0,Marz
631,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,Marz
632,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Marz
633,-1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Marz
634,-1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,Marz
635,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,Marz
636,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Marz
637,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,Marz
638,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,Marz
639,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,Marz
640,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,Marz
641,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,Marz
642,-1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Marz
643,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Marz
644,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Marz
645,-1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,0,Marz
646,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,NinjaKuma
647,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,NinjaKuma
648,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,NinjaKuma
649,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,NinjaKuma
650,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,NinjaKuma
651,1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,NinjaKuma
652,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,NinjaKuma
653,1.0,1,0,1,-1,0,1,-1,0,0,0,-1,0,0,0,NinjaKuma
654,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,NinjaKuma
655,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,NinjaKuma
656,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,NinjaKuma
657,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NinjaKuma
658,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,NinjaKuma
659,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,NinjaKuma
660,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NinjaKuma
661,1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,NinjaKuma
662,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,NinjaKuma
663,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,NinjaKuma
664,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,NinjaKuma
665,1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,NinjaKuma
666,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,NinjaKuma
667,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,NinjaKuma
668,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,NinjaKuma
669,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,NinjaKuma
670,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,NinjaKuma
671,-1.0,1,1,1,0,1,0,-1,0,0,0,-1,1,0,0,NinjaKuma
672,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,NinjaKuma
673,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,NinjaKuma
674,-1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,NinjaKuma
675,-1.0,1,0,-1,1,-1,0,1,0,1,-1,1,0,-1,0,NinjaKuma
676,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,NinjaKuma
677,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,NinjaKuma
678,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,NinjaKuma
679,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,NinjaKuma
680,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,NinjaKuma
681,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,NinjaKuma
682,-1.0,-1,0,1,1,0,-1,0,0,0,0,0,1,-1,0,NinjaKuma
683,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,NinjaKuma
684,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NinjaKuma
685,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,NinjaKuma
686,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,NinjaKuma
687,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,NinjaKuma
688,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,Pewdiepie
689,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Pewdiepie
690,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Pewdiepie
691,1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Pewdiepie
692,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Pewdiepie
693,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,Pewdiepie
694,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Pewdiepie
695,1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Pewdiepie
696,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,1,0,Pewdiepie
697,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,Pewdiepie
698,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Pewdiepie
699,1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,Pewdiepie
700,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,1,Pewdiepie
701,1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Pewdiepie
702,1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Pewdiepie
703,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Pewdiepie
704,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,Pewdiepie
705,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Pewdiepie
706,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pewdiepie
707,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Pewdiepie
708,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Pewdiepie
709,1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Pewdiepie
710,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Pewdiepie
711,1.0,1,1,0,0,0,0,-1,0,0,0,0,1,0,0,Pewdiepie
712,1.0,-1,-1,0,0,0,0,1,0,0,1,0,-1,0,0,Pewdiepie
713,1.0,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0,Pewdiepie
714,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Pewdiepie
715,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Pewdiepie
716,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Pewdiepie
717,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Pewdiepie
718,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,Pewdiepie
719,-1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Pewdiepie
720,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,Pewdiepie
721,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Pewdiepie
722,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,-1,0,Pewdiepie
723,-1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Pewdiepie
724,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Pewdiepie
725,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Pewdiepie
726,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Pewdiepie
727,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Pewdiepie
728,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Pewdiepie
729,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Pewdiepie
730,-1.0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,0,Pewdiepie
731,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pewdiepie
732,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Pewdiepie
733,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewdiepie
734,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Pewdiepie
735,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Pewdiepie
736,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,Pewdiepie
737,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Pewdiepie
738,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewdiepie
739,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Pewdiepie
740,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,SuzyLu
741,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,0,0,SuzyLu
742,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,SuzyLu
743,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,SuzyLu
744,1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,SuzyLu
745,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,SuzyLu
746,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,1,0,SuzyLu
747,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,-1,0,SuzyLu
748,1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,SuzyLu
749,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,SuzyLu
750,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,SuzyLu
751,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,SuzyLu
752,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,SuzyLu
753,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,SuzyLu
754,1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,SuzyLu
755,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,SuzyLu
756,1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,SuzyLu
757,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,SuzyLu
758,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,SuzyLu
759,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,SuzyLu
760,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,1,0,SuzyLu
761,-1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,-1,0,SuzyLu
762,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,SuzyLu
763,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,SuzyLu
764,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,SuzyLu
765,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,SuzyLu
766,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,SuzyLu
767,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,SuzyLu
768,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,SuzyLu
769,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,SuzyLu
770,-1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,SuzyLu
771,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,SuzyLu
772,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,SuzyLu
773,-1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,SuzyLu
774,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,SuzyLu
775,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,1,0,SuzyLu
776,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,SuzyLu
777,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,SuzyLu
778,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,Yamimash
779,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Yamimash
780,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Yamimash
781,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,Yamimash
782,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,Yamimash
783,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Yamimash
784,1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Yamimash
785,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Yamimash
786,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Yamimash
787,1.0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,Yamimash
788,1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Yamimash
789,1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,0,0,Yamimash
790,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Yamimash
791,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,Yamimash
792,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,Yamimash
793,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Yamimash
794,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Yamimash
795,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Yamimash
796,1.0,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,0,Yamimash
797,1.0,1,1,0,0,0,0,-1,0,0,0,-1,1,0,0,Yamimash
798,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,Yamimash
799,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Yamimash
800,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
801,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
802,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,Yamimash
803,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Yamimash
804,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Yamimash
805,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yamimash
806,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
807,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
808,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Yamimash
809,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yamimash
810,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Yamimash
811,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
812,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
813,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Yamimash
814,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Yamimash
815,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
816,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Yamimash
817,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
818,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Yamimash
819,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Yamimash
820,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Yamimash
821,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Yamimash
822,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Yamimash
823,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Yamimash
824,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,Yamimash
825,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Yamimash
826,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,Yamimash
827,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,Yamimash
828,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Yamimash
829,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Yamimash
830,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Yamimash
831,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Yamimash
832,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,Yamimash
833,-1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,Yamimash
834,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,Yamimash
835,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Yamimash
836,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Yamimash
837,-1.0,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,Yamimash
838,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Yamimash
839,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,Yamimash
840,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Yamimash
841,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Yamimash
842,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
843,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,Yamimash
844,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
845,-1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Yamimash
846,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Yamimash
847,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Yamimash
848,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,Yamimash
849,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yamimash
850,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
851,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Yamimash
852,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,Yamimash
853,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,Yamimash
854,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Yamimash
855,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
856,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
857,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Yamimash
858,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,Yamimash
859,-1.0,1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,Yamimash
860,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Yamimash
861,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Yamimash
